year,city_name,temperature
1942,MELBOURNE,15.049726027397261
1942,PERTH,21.903736263736263
1942,PORT,15.447252747252747
1942,SYDNEY,18.497808219178083
1943,CANBERRA,11.204735376044567
1943,KENT,16.1813698630137
1943,MELBOURNE,14.014931506849315
1943,PERTH,17.51063829787234
1943,PORT,14.677945205479451
1943,SYDNEY,17.461917808219177
1944,CANBERRA,12.292994505494505
1944,KENT,16.77085635359116
1944,MELBOURNE,14.485655737704919
1944,PERTH,17.847950819672132
1944,PORT,15.102868852459016
1944,SYDNEY,18.095491803278687
1945,CANBERRA,12.146016483516483
1945,KENT,16.558333333333334
1945,MELBOURNE,14.29082191780822
1945,PERTH,18.232191780821918
1945,PORT,15.112121212121211
1945,SYDNEY,18.070958904109588
1946,CANBERRA,12.110302197802199
1946,KENT,16.130598052851184
1946,MELBOURNE,14.206849315068494
1946,PERTH,17.23712328767123
1946,PORT,14.988812154696133
1946,SYDNEY,18.28041095890411
1947,CANBERRA,12.854470426409904
1947,KENT,16.990521978021977
1947,MELBOURNE,15.04068493150685
1947,PERTH,17.48232876712329
1947,PORT,15.432920110192837
1947,SYDNEY,18.027534246575343
1948,CANBERRA,11.65275482093664
1948,KENT,16.260109289617485
1948,MELBOURNE,14.289890710382513
1948,PERTH,18.04535519125683
1948,PORT,15.073140495867769
1948,SYDNEY,17.596836313617608
1949,BRISBANE,17.37345971563981
1949,CANBERRA,11.699313186813187
1949,KENT,15.773150684931506
1949,MELBOURNE,13.769589041095891
1949,PERTH,18.563561643835616
1949,PORT,14.78109589041096
1949,SYDNEY,17.866438356164384
1950,BRISBANE,19.59027397260274
1950,CANBERRA,12.556060606060607
1950,KENT,16.99972602739726
1950,MELBOURNE,14.736027397260274
1950,PERTH,17.838356164383562
1950,PORT,15.60732044198895
1950,SYDNEY,18.306164383561644
1951,BRISBANE,18.671388888888888
1951,CANBERRA,12.141298342541436
1951,KENT,17.011917808219177
1951,MELBOURNE,15.03972602739726
1951,PERTH,17.025616438356163
1951,PORT,15.555769230769231
1951,SYDNEY,18.145479452054794
1952,BRISBANE,20.010792349726778
1952,CANBERRA,12.294801641586867
1952,KENT,15.84412568306011
1952,MELBOURNE,14.404371584699453
1952,PERTH,17.289754098360657
1952,PORT,14.7301912568306
1952,SYDNEY,18.072677595628416
1953,BRISBANE,19.905616438356166
1953,CANBERRA,11.840877914951989
1953,KENT,16.77849315068493
1953,MELBOURNE,14.857534246575343
1953,PERTH,17.28041095890411
1953,PORT,15.386575342465754
1953,SYDNEY,18.07068493150685
1954,BRISBANE,20.214520547945206
1954,CANBERRA,12.33434065934066
1954,KENT,16.7913698630137
1954,MELBOURNE,14.891780821917807
1954,PERTH,17.402328767123286
1954,PORT,15.236575342465754
1954,SYDNEY,18.20260273972603
1955,BRISBANE,20.11972602739726
1955,CANBERRA,12.191735537190082
1955,KENT,16.605753424657536
1955,MELBOURNE,14.806986301369863
1955,PERTH,17.406712328767124
1955,PORT,15.73948948948949
1955,SYDNEY,18.261898211829436
1956,BRISBANE,19.48292349726776
1956,CANBERRA,11.460928961748634
1956,KENT,16.279616963064296
1956,MELBOURNE,14.70983606557377
1956,PERTH,17.279918032786885
1956,PORT,14.90396174863388
1956,SYDNEY,18.076092896174863
1957,BRISBANE,20.257671232876714
1957,CANBERRA,12.099589041095891
1957,KENT,16.635205479452054
1957,MELBOURNE,14.655616438356164
1957,PERTH,17.992328767123286
1957,PORT,15.32947658402204
1957,SYDNEY,18.32754820936639
1958,BRISBANE,20.488219178082193
1958,CANBERRA,12.666986301369864
1958,KENT,16.322876712328767
1958,MELBOURNE,14.443698630136986
1958,PERTH,18.15013698630137
1958,PORT,15.018681318681319
1958,SYDNEY,18.800414364640883
1959,BRISBANE,19.655342465753424
1959,CANBERRA,12.571565934065934
1959,KENT,17.27
1959,MELBOURNE,15.301369863013699
1959,PERTH,18.413287671232876
1959,PORT,15.983746556473829
1959,SYDNEY,18.465753424657535
1960,BRISBANE,19.318579234972677
1960,CANBERRA,11.955874316939891
1960,KENT,16.21422708618331
1960,MELBOURNE,14.825273224043716
1960,PERTH,16.822540983606558
1960,PORT,14.881012658227847
1960,SYDNEY,18.067349726775955
1961,BRISBANE,19.53013698630137
1961,CANBERRA,12.274931506849315
1961,KENT,17.715342465753423
1961,MELBOURNE,16.115068493150684
1961,PERTH,18.487945205479452
1961,PORT,16.597237569060773
1961,SYDNEY,18.265068493150686
1962,BRISBANE,19.77794520547945
1962,CANBERRA,11.869135802469136
1962,KENT,17.154520547945207
1962,MELBOURNE,15.264520547945205
1962,PERTH,18.58027397260274
1962,PORT,16.350552486187844
1962,SYDNEY,18.254520547945205
1963,BRISBANE,19.68849315068493
1963,CANBERRA,12.489300411522633
1963,KENT,16.927123287671233
1963,MELBOURNE,15.184794520547944
1963,PERTH,18.744520547945207
1963,PORT,15.596164383561645
1963,SYDNEY,18.301506849315068
1964,BRISBANE,20.049931600547197
1964,CANBERRA,12.125414364640884
1964,KENT,16.223994452149793
1964,MELBOURNE,14.613524590163934
1964,PERTH,17.509575923392614
1964,PORT,15.200274725274726
1964,SYDNEY,18.605
1965,BRISBANE,20.11205479452055
1965,CANBERRA,12.419917582417582
1965,KENT,17.194924554183814
1965,MELBOURNE,15.052054794520547
1965,PERTH,18.087671232876712
1965,PORT,15.751123595505618
1965,SYDNEY,18.379917469050895
1966,BRISBANE,19.815753424657533
1966,CANBERRA,11.807945205479452
1966,KENT,16.69684065934066
1966,MELBOURNE,14.852465753424658
1966,PERTH,17.434657534246575
1966,PORT,15.625900277008311
1966,SYDNEY,17.978189300411522
1967,BRISBANE,19.905205479452054
1967,CANBERRA,12.66123287671233
1967,KENT,17.11581843191197
1967,MELBOURNE,15.118630136986301
1967,PERTH,18.278356164383563
1967,PORT,15.981388888888889
1967,SYDNEY,18.283424657534248
1968,BRISBANE,20.224760601915186
1968,CANBERRA,12.828688524590165
1968,KENT,16.821477428180575
1968,MELBOURNE,15.461369863013699
1968,PERTH,16.489754098360656
1968,PORT,15.88512396694215
1968,SYDNEY,18.724487004103967
1969,BRISBANE,20.522252747252747
1969,CANBERRA,12.310410958904109
1969,KENT,16.527134986225896
1969,MELBOURNE,15.07914951989026
1969,PERTH,17.77958904109589
1969,PORT,15.64248275862069
1969,SYDNEY,18.470467032967033
1970,BRISBANE,19.867906336088154
1970,CANBERRA,11.78888888888889
1970,KENT,16.42104539202201
1970,MELBOURNE,14.938259668508287
1970,PERTH,17.91
1970,PORT,15.382739726027397
1970,SYDNEY,18.155433287482808
1971,BRISBANE,19.876575342465753
1971,CANBERRA,11.910136986301369
1971,KENT,16.890384615384615
1971,MELBOURNE,15.346344827586208
1971,PERTH,17.166849315068493
1971,PORT,15.606915629322268
1971,SYDNEY,18.30644718792867
1972,BRISBANE,19.848148148148148
1972,CANBERRA,12.406164383561643
1972,KENT,17.127197802197802
1972,MELBOURNE,15.368715846994535
1972,PERTH,18.701092896174863
1972,PORT,15.834153005464481
1972,SYDNEY,18.418032786885245
1973,BRISBANE,21.28828451882845
1973,CANBERRA,13.384636488340192
1973,KENT,17.553571428571427
1973,MELBOURNE,15.255890410958903
1973,PERTH,17.688904109589043
1973,PORT,16.455602240896358
1973,SYDNEY,19.20082304526749
1974,BRISBANE,19.76643741403026
1974,CANBERRA,12.143013698630137
1974,KENT,17.077123287671235
1974,MELBOURNE,15.435116598079562
1974,PERTH,17.94013698630137
1974,PORT,16.269198895027625
1974,SYDNEY,18.255479452054793
1975,BRISBANE,20.178199718706047
1975,CANBERRA,12.734764542936288
1975,KENT,17.245890410958904
1975,MELBOURNE,15.3786301369863
1975,PERTH,17.943013698630136
1975,PORT,16.080512091038408
1975,SYDNEY,18.826438356164385
1976,BRISBANE,20.237311385459535
1976,CANBERRA,12.112602739726027
1976,KENT,16.614617486338798
1976,MELBOURNE,15.193707250341998
1976,PERTH,18.607513661202187
1976,PORT,15.135883171070931
1976,SYDNEY,18.505737704918033
1977,BRISBANE,20.493810178817057
1977,CANBERRA,12.772237569060774
1977,KENT,17.050821917808218
1977,MELBOURNE,14.95986301369863
1977,PERTH,18.575342465753426
1977,PORT,16.023615160349856
1977,SYDNEY,18.856712328767124
1978,BRISBANE,20.06958904109589
1978,CANBERRA,12.478082191780821
1978,KENT,16.50191780821918
1978,MELBOURNE,14.957123287671234
1978,PERTH,18.844383561643834
1978,PORT,15.836237897648687
1978,SYDNEY,18.38328767123288
1979,BRISBANE,20.50891632373114
1979,CANBERRA,13.107945205479453
1979,KENT,17.261369863013698
1979,MELBOURNE,15.635890410958904
1979,PERTH,17.89123287671233
1979,PORT,16.16768802228412
1979,SYDNEY,18.873287671232877
1980,BRISBANE,20.8437756497948
1980,CANBERRA,13.571742112482854
1980,KENT,17.533879781420765
1980,MELBOURNE,15.726639344262296
1980,PERTH,18.034699453551912
1980,PORT,16.546016483516482
1980,SYDNEY,19.286475409836065
1981,BRISBANE,20.31753424657534
1981,CANBERRA,13.417945205479452
1981,KENT,17.428669410150892
1981,MELBOURNE,15.883972602739727
1981,PERTH,17.99095890410959
1981,PORT,16.087154696132597
1981,SYDNEY,18.82849315068493
1982,BRISBANE,19.982739726027397
1982,CANBERRA,13.474828060522697
1982,KENT,17.50068493150685
1982,MELBOURNE,15.526164383561644
1982,PERTH,18.173150684931507
1982,PORT,16.109305555555554
1982,SYDNEY,18.591506849315067
1983,BRISBANE,20.444383561643836
1983,CANBERRA,13.15931506849315
1983,KENT,16.909041095890412
1983,MELBOURNE,15.213561643835616
1983,PERTH,19.004520547945205
1983,PORT,15.824104683195593
1983,SYDNEY,18.626164383561644
1984,BRISBANE,19.973497267759562
1984,CANBERRA,11.78879781420765
1984,KENT,16.562021857923497
1984,MELBOURNE,14.942349726775957
1984,PERTH,17.99330601092896
1984,PORT,15.613598901098902
1984,SYDNEY,18.175273224043718
1985,BRISBANE,20.311780821917807
1985,CANBERRA,12.432739726027398
1985,KENT,16.763287671232877
1985,MELBOURNE,15.366712328767123
1985,PERTH,18.601780821917806
1985,PORT,16.01969696969697
1985,SYDNEY,18.386164383561646
1986,BRISBANE,20.626575342465753
1986,CANBERRA,12.345068493150684
1986,KENT,16.426849315068495
1986,MELBOURNE,14.884794520547945
1986,PERTH,17.46849315068493
1986,PORT,15.677123287671233
1986,SYDNEY,18.39109589041096
1987,BRISBANE,20.724691358024693
1987,CANBERRA,12.575616438356164
1987,KENT,16.756986301369864
1987,MELBOURNE,15.122328767123287
1987,PERTH,18.274931506849317
1987,PORT,15.534520547945206
1987,SYDNEY,18.542798353909465
1988,BRISBANE,20.735245901639345
1988,CANBERRA,13.49877049180328
1988,KENT,17.604234972677595
1988,MELBOURNE,16.23292349726776
1988,PERTH,18.816120218579236
1988,PORT,16.31205479452055
1988,SYDNEY,19.215753424657535
1989,BRISBANE,20.020958904109587
1989,CANBERRA,12.618356164383561
1989,KENT,17.14917808219178
1989,MELBOURNE,15.518219178082191
1989,PERTH,18.150547945205478
1989,PORT,15.935448275862068
1989,SYDNEY,18.59054794520548
1990,BRISBANE,20.265890410958903
1990,CANBERRA,13.133150684931508
1990,KENT,17.45013698630137
1990,MELBOURNE,15.898082191780821
1990,PERTH,17.518493150684932
1990,PORT,16.31153846153846
1990,SYDNEY,18.64123287671233
1991,BRISBANE,20.63013698630137
1991,CANBERRA,13.337534246575343
1991,KENT,17.523835616438355
1991,MELBOURNE,15.445068493150686
1991,PERTH,18.376164383561644
1991,PORT,16.270958904109587
1991,SYDNEY,18.973561643835616
1992,BRISBANE,20.198360655737705
1992,CANBERRA,12.016530054644809
1992,KENT,16.576639344262293
1992,MELBOURNE,14.964754098360656
1992,PERTH,18.18169398907104
1992,PORT,15.283743169398907
1992,SYDNEY,17.965437158469946
1993,BRISBANE,20.533424657534248
1993,CANBERRA,12.633013698630137
1993,KENT,17.468956043956045
1993,MELBOURNE,15.580821917808219
1993,PERTH,17.804520547945206
1993,PORT,16.36191780821918
1993,SYDNEY,18.586986301369862
1994,BRISBANE,19.875753424657535
1994,CANBERRA,12.691506849315068
1994,KENT,16.926849315068495
1994,MELBOURNE,15.196433470507545
1994,PERTH,18.926301369863015
1994,PORT,16.100548696844992
1994,SYDNEY,18.53835616438356
1995,BRISBANE,20.246301369863012
1995,CANBERRA,12.53840877914952
1995,KENT,16.934794520547946
1995,MELBOURNE,14.793561643835616
1995,PERTH,18.62904109589041
1995,PORT,15.513150684931507
1995,SYDNEY,18.146712328767123
1996,BRISBANE,20.21051912568306
1996,CANBERRA,12.409016393442624
1996,KENT,16.687978142076503
1996,MELBOURNE,14.834699453551913
1996,PERTH,18.808060109289617
1996,PORT,15.54065934065934
1996,SYDNEY,18.318055555555556
1997,BRISBANE,20.286438356164382
1997,CANBERRA,13.423013698630138
1997,KENT,17.18123287671233
1997,MELBOURNE,15.563648834019205
1997,PERTH,18.646776406035666
1997,PORT,16.20164609053498
1997,SYDNEY,18.6113698630137
1998,BRISBANE,20.947260273972603
1998,CANBERRA,13.701232876712329
1998,KENT,17.266438356164382
1998,MELBOURNE,15.335390946502057
1998,PERTH,18.858082191780824
1998,PORT,16.212876712328768
1998,SYDNEY,19.08902606310014
1999,BRISBANE,19.987534246575343
1999,CANBERRA,12.955692729766804
1999,KENT,17.3813698630137
1999,MELBOURNE,15.90945205479452
1999,PERTH,19.269958847736625
1999,PORT,16.241152263374484
1999,SYDNEY,18.56219178082192
2000,BRISBANE,20.08620218579235
2000,CANBERRA,13.056830601092896
2000,KENT,17.904781420765026
2000,MELBOURNE,15.948770491803279
2000,PERTH,18.755327868852458
2000,PORT,16.38879781420765
2000,SYDNEY,18.66584699453552
2001,BRISBANE,20.451095890410958
2001,CANBERRA,13.33278463648834
2001,KENT,17.23232876712329
2001,MELBOURNE,15.658630136986302
2001,PERTH,18.073287671232876
2001,PORT,16.032739726027398
2001,SYDNEY,18.927123287671233
2002,BRISBANE,20.465342465753423
2002,CANBERRA,13.560958904109588
2002,KENT,17.223972602739725
2002,MELBOURNE,15.660136986301369
2002,PERTH,18.624931506849315
2002,PORT,16.13619718309859
2002,SYDNEY,18.859945130315502
2003,BRISBANE,20.175205479452053
2003,CANBERRA,13.524520547945205
2003,KENT,17.328630136986302
2003,MELBOURNE,15.5413698630137
2003,PERTH,18.818356164383562
2003,PORT,16.073900293255132
2003,SYDNEY,18.614794520547946
2004,BRISBANE,20.634972677595627
2004,CANBERRA,13.763251366120219
2004,KENT,17.31844262295082
2004,MELBOURNE,15.340710382513661
2004,PERTH,18.593852459016393
2004,PORT,16.34086471408647
2004,SYDNEY,19.08142076502732
2005,BRISBANE,20.866438356164384
2005,CANBERRA,13.881369863013699
2005,KENT,17.583150684931507
2005,MELBOURNE,16.056301369863014
2005,PERTH,17.92027397260274
2005,PORT,16.53467966573816
2005,SYDNEY,19.098767123287672
2006,BRISBANE,20.463561643835618
2006,CANBERRA,13.974657534246575
2006,KENT,17.555616438356164
2006,MELBOURNE,15.432465753424658
2006,PERTH,18.589041095890412
2006,PORT,16.208575380359612
2006,SYDNEY,19.056027397260273
2007,BRISBANE,20.637671232876713
2007,CANBERRA,14.313972602739726
2007,KENT,18.304383561643835
2007,MELBOURNE,16.53178082191781
2007,PERTH,18.410273972602738
2007,PORT,16.91253443526171
2007,SYDNEY,19.096986301369864
2008,BRISBANE,20.07909836065574
2008,CANBERRA,13.247267759562842
2008,KENT,17.565157750342937
2008,MELBOURNE,15.654508196721311
2008,PERTH,18.575416666666666
2008,PORT,16.298489010989012
2008,SYDNEY,18.348907103825137
2009,BRISBANE,20.90931506849315
2009,CANBERRA,14.184109589041096
2009,KENT,18.293835616438358
2009,MELBOURNE,16.19821917808219
2009,PERTH,18.895890410958906
2009,PORT,16.734620689655173
2009,SYDNEY,19.184594222833564
2010,BRISBANE,20.53
2010,CANBERRA,13.542620689655173
2010,KENT,17.500548696844994
2010,MELBOURNE,15.935802469135803
2010,PERTH,18.912054794520547
2010,PORT,16.052739726027397
2010,SYDNEY,18.997115384615384
2011,BRISBANE,20.06027397260274
2011,CANBERRA,13.30835616438356
2011,KENT,17.76219178082192
2011,MELBOURNE,15.825925925925926
2011,PERTH,19.79917808219178
2011,PORT,16.400138121546963
2011,SYDNEY,18.665753424657535
2012,BRISBANE,20.23844049247606
2012,CANBERRA,12.842213114754099
2012,KENT,17.53502051983584
2012,MELBOURNE,15.793023255813953
2012,PERTH,19.14685792349727
2012,PORT,16.384203296703298
2012,SYDNEY,18.514207650273224
2013,BRISBANE,20.694109589041094
2013,CANBERRA,13.974109589041095
2013,KENT,18.306712328767123
2013,MELBOURNE,16.274109589041096
2013,PERTH,19.34315068493151
2013,PORT,17.119753086419752
2013,SYDNEY,19.37041095890411
2014,BRISBANE,20.95917808219178
2014,CANBERRA,14.082328767123288
2014,KENT,18.184794520547946
2014,MELBOURNE,16.472328767123287
2014,PERTH,19.21041095890411
2014,PORT,16.81945205479452
2014,SYDNEY,19.279120879120878
2015,BRISBANE,20.65150684931507
2015,CANBERRA,13.746090534979423
2015,KENT,17.805906593406593
2015,MELBOURNE,15.915616438356164
2015,PERTH,19.435342465753426
2015,PORT,16.348559670781892
2015,SYDNEY,19.037123287671232
2016,BRISBANE,21.18469945355191
2016,CANBERRA,14.390983606557377
2016,KENT,17.6051912568306
2016,MELBOURNE,16.176366120218578
2016,PERTH,18.205054644808744
2016,PORT,16.17109589041096
2016,SYDNEY,19.632513661202186
2017,BRISBANE,21.234520547945205
2017,CANBERRA,14.024279835390946
2017,KENT,18.001371742112482
2017,MELBOURNE,16.268493150684932
2017,PERTH,18.956027397260275
2017,PORT,16.623731138545953
2017,SYDNEY,19.445068493150686
2018,BRISBANE,20.77205479452055
2018,CANBERRA,14.43
2018,KENT,18.20151724137931
2018,MELBOURNE,16.224657534246575
2018,PERTH,18.771742112482855
2018,PORT,16.772513812154696
2018,SYDNEY,19.140329218106995
2019,BRISBANE,23.430794701986756
2019,CANBERRA,18.18774834437086
2019,KENT,21.113907284768214
2019,MELBOURNE,18.985099337748345
2019,PERTH,21.34635761589404
2019,PORT,18.948344370860926
2019,SYDNEY,22.03046357615894
